post_id,timestamp,platform,post_type,content,sentiment,likes,shares,comments,reach,impressions,engagement_rate,date,hour,day_of_week,sentiment_score
1177,2024-09-16 20:55:00,Facebook,Text,Standard quality,Neutral,657,272,143,1249,82047,85.83,2024-09-16,20,Monday,0
1178,2024-10-16 10:52:00,Twitter,Text,Average experience,Neutral,48,17,32,25334,36273,0.38,2024-10-16,10,Wednesday,0
1179,2024-09-05 11:24:00,LinkedIn,Video,Fantastic experience! Thank you,Positive,54,180,94,20070,46931,1.63,2024-09-05,11,Thursday,1
1180,2024-07-14 20:54:00,LinkedIn,Image,Horrible experience. Never again,Negative,318,187,194,29548,59399,2.37,2024-07-14,20,Sunday,-1
1181,2024-08-18 16:46:00,Facebook,Link,Excellent service! Very satisfied,Positive,685,330,35,21178,90098,4.96,2024-08-18,16,Sunday,1
1182,2024-02-13 11:41:00,LinkedIn,Text,Superb quality! Very happy,Positive,1470,88,142,7474,24428,22.75,2024-02-13,11,Tuesday,1
1183,2024-02-11 10:23:00,Twitter,Text,Superb quality! Very happy,Positive,1311,209,141,1497,24941,110.96,2024-02-11,10,Sunday,1
1184,2024-04-09 14:09:00,LinkedIn,Image,Great quality! Will buy again,Positive,930,245,14,40056,35287,2.97,2024-04-09,14,Tuesday,1
1185,2024-04-01 01:36:00,Facebook,Text,Amazing product! Exceeded expectations,Positive,475,373,84,2379,99436,39.18,2024-04-01,1,Monday,1
1186,2024-06-15 06:12:00,Facebook,Text,Outstanding service! Five stars,Positive,1269,219,87,8378,97229,18.8,2024-06-15,6,Saturday,1
1187,2024-09-14 15:45:00,Twitter,Video,Worst purchase ever. Total waste,Negative,391,58,77,18578,1713,2.83,2024-09-14,15,Saturday,-1
1188,2024-07-24 14:06:00,Instagram,Video,Love this product! #amazing,Positive,244,131,129,12259,83660,4.11,2024-07-24,14,Wednesday,1
1189,2024-07-29 17:37:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,424,315,45,17872,89723,4.39,2024-07-29,17,Monday,1
1190,2024-05-25 20:09:00,Facebook,Image,Excellent service! Very satisfied,Positive,574,26,36,30683,48619,2.07,2024-05-25,20,Saturday,1
1191,2024-05-26 22:58:00,Facebook,Video,Testing this product,Neutral,540,187,91,26467,91509,3.09,2024-05-26,22,Sunday,0
1192,2024-01-04 09:07:00,TikTok,Video,Superb quality! Very happy,Positive,609,93,24,32356,83177,2.24,2024-01-04,9,Thursday,1
1193,2024-04-15 09:39:00,Instagram,Image,Standard quality,Neutral,772,149,92,43571,38699,2.32,2024-04-15,9,Monday,0
1194,2024-07-01 23:40:00,LinkedIn,Text,Product arrived today,Neutral,891,217,146,20251,5514,6.19,2024-07-01,23,Monday,0
1195,2024-02-28 02:36:00,Twitter,Image,Checking out this new item,Neutral,677,8,69,10858,90151,6.94,2024-02-28,2,Wednesday,0
1196,2024-08-11 21:01:00,TikTok,Image,Disappointed with the product,Negative,141,158,74,43403,9584,0.86,2024-08-11,21,Sunday,-1
1197,2024-04-24 15:40:00,Instagram,Text,Product arrived today,Neutral,761,158,148,42594,50430,2.51,2024-04-24,15,Wednesday,0
1198,2024-04-11 02:21:00,Facebook,Text,Amazing product! Exceeded expectations,Positive,1288,370,110,41225,72448,4.29,2024-04-11,2,Thursday,1
1199,2024-07-10 19:27:00,TikTok,Text,Superb quality! Very happy,Positive,771,176,138,10694,61609,10.15,2024-07-10,19,Wednesday,1
1200,2024-08-16 00:34:00,TikTok,Link,Fantastic experience! Thank you,Positive,1402,191,74,47496,28085,3.51,2024-08-16,0,Friday,1
1201,2024-07-28 21:02:00,LinkedIn,Image,Love this product! #amazing,Positive,1242,253,83,35140,51751,4.49,2024-07-28,21,Sunday,1
1202,2024-05-31 09:33:00,TikTok,Image,Love this product! #amazing,Positive,1240,378,146,16254,45505,10.85,2024-05-31,9,Friday,1
1203,2024-06-22 06:42:00,TikTok,Video,Terrible experience. Very disappointed,Negative,815,110,175,26107,89131,4.21,2024-06-22,6,Saturday,-1
1204,2024-07-02 16:39:00,Twitter,Text,Disappointed with the product,Negative,759,154,51,11872,31482,8.12,2024-07-02,16,Tuesday,-1
1205,2024-10-19 11:58:00,Twitter,Text,Horrible experience. Never again,Negative,897,271,103,15160,21315,8.38,2024-10-19,11,Saturday,-1
1206,2024-09-30 22:13:00,TikTok,Text,Just received my order,Neutral,242,71,75,22576,77524,1.72,2024-09-30,22,Monday,0
1207,2024-08-09 02:27:00,Twitter,Image,Just received my order,Neutral,991,232,134,9142,55468,14.84,2024-08-09,2,Friday,0
1208,2024-03-24 05:34:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,840,274,126,35337,20502,3.51,2024-03-24,5,Sunday,1
1209,2024-10-03 17:14:00,LinkedIn,Image,Outstanding service! Five stars,Positive,97,132,54,32315,12280,0.88,2024-10-03,17,Thursday,1
1210,2024-01-27 12:34:00,Instagram,Text,Poor quality. Not worth the money,Negative,259,78,156,31132,84403,1.58,2024-01-27,12,Saturday,-1
1211,2024-05-22 12:21:00,TikTok,Text,Standard quality,Neutral,614,51,61,1964,55762,36.97,2024-05-22,12,Wednesday,0
1212,2024-05-28 09:12:00,Facebook,Text,Great quality! Will buy again,Positive,1204,197,49,17556,47455,8.26,2024-05-28,9,Tuesday,1
1213,2024-05-25 05:09:00,TikTok,Text,Terrible customer service,Negative,460,11,67,31335,59892,1.72,2024-05-25,5,Saturday,-1
1214,2024-06-07 01:25:00,Twitter,Link,Terrible customer service,Negative,743,182,0,41310,84248,2.24,2024-06-07,1,Friday,-1
1215,2024-01-26 04:35:00,TikTok,Text,Checking out this new item,Neutral,409,211,26,48578,7939,1.33,2024-01-26,4,Friday,0
1216,2024-10-01 02:14:00,Instagram,Text,Disappointed with the product,Negative,114,24,50,32285,32035,0.58,2024-10-01,2,Tuesday,-1
1217,2024-02-19 08:56:00,Instagram,Video,Amazing product! Exceeded expectations,Positive,430,353,93,14887,58405,5.88,2024-02-19,8,Monday,1
1218,2024-10-06 10:55:00,Twitter,Image,Best purchase ever! Highly recommend,Positive,819,353,113,44690,94433,2.88,2024-10-06,10,Sunday,1
1219,2024-01-24 05:59:00,TikTok,Image,Great quality! Will buy again,Positive,1407,313,36,38382,51395,4.58,2024-01-24,5,Wednesday,1
1220,2024-06-16 03:15:00,Facebook,Text,Fantastic experience! Thank you,Positive,243,88,106,48209,45436,0.91,2024-06-16,3,Sunday,1
1221,2024-09-14 17:45:00,LinkedIn,Link,Standard quality,Neutral,945,93,9,47460,87310,2.21,2024-09-14,17,Saturday,0
1222,2024-03-01 16:03:00,LinkedIn,Image,Amazing product! Exceeded expectations,Positive,1467,74,64,9550,999,16.81,2024-03-01,16,Friday,1
1223,2024-10-12 16:13:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,322,370,64,2039,83435,37.08,2024-10-12,16,Saturday,1
1224,2024-06-06 22:18:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,183,208,117,44123,14281,1.15,2024-06-06,22,Thursday,1
1225,2024-09-07 18:51:00,Instagram,Image,Terrible experience. Very disappointed,Negative,701,299,37,29803,99974,3.48,2024-09-07,18,Saturday,-1
1226,2024-06-30 02:55:00,TikTok,Link,Fantastic experience! Thank you,Positive,1191,293,42,34127,66536,4.47,2024-06-30,2,Sunday,1
1227,2024-10-17 07:14:00,Instagram,Text,Outstanding service! Five stars,Positive,70,24,111,20299,21778,1.01,2024-10-17,7,Thursday,1
1228,2024-10-05 23:13:00,LinkedIn,Link,Horrible experience. Never again,Negative,659,86,172,20019,76382,4.58,2024-10-05,23,Saturday,-1
1229,2024-09-10 14:35:00,Twitter,Image,Excellent service! Very satisfied,Positive,1236,19,16,40842,4167,3.11,2024-09-10,14,Tuesday,1
1230,2024-09-27 16:01:00,Twitter,Image,Great quality! Will buy again,Positive,739,226,131,2476,85320,44.26,2024-09-27,16,Friday,1
1231,2024-05-26 20:45:00,Instagram,Video,Excellent service! Very satisfied,Positive,1107,49,66,11650,60150,10.49,2024-05-26,20,Sunday,1
1232,2024-01-13 14:47:00,Facebook,Image,Bad service. Would not recommend,Negative,493,2,120,19870,19143,3.1,2024-01-13,14,Saturday,-1
1233,2024-09-12 23:24:00,Facebook,Image,Product arrived today,Neutral,467,52,7,2664,1772,19.74,2024-09-12,23,Thursday,0
1234,2024-08-26 00:06:00,TikTok,Text,Disappointed with the product,Negative,641,266,85,22876,14789,4.34,2024-08-26,0,Monday,-1
1235,2024-09-06 16:34:00,Twitter,Image,Fantastic experience! Thank you,Positive,1416,101,51,19976,6883,7.85,2024-09-06,16,Friday,1
1236,2024-08-23 18:47:00,Facebook,Image,Checking out this new item,Neutral,26,15,49,37090,84084,0.24,2024-08-23,18,Friday,0
1237,2024-01-02 16:45:00,TikTok,Image,Outstanding service! Five stars,Positive,204,331,20,23333,22662,2.38,2024-01-02,16,Tuesday,1
1238,2024-05-19 19:41:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,1003,263,139,10378,42125,13.54,2024-05-19,19,Sunday,1
1239,2024-09-17 16:39:00,Instagram,Text,Terrible customer service,Negative,973,193,148,33700,12723,3.9,2024-09-17,16,Tuesday,-1
1240,2024-07-27 14:33:00,TikTok,Text,Excellent service! Very satisfied,Positive,198,11,124,26325,93339,1.26,2024-07-27,14,Saturday,1
1241,2024-10-09 16:02:00,LinkedIn,Text,Poor quality. Not worth the money,Negative,448,247,133,36860,31137,2.25,2024-10-09,16,Wednesday,-1
1242,2024-04-01 11:00:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,423,252,55,21686,71594,3.37,2024-04-01,11,Monday,1
1243,2024-04-16 13:20:00,LinkedIn,Image,Excellent service! Very satisfied,Positive,763,379,148,34306,37079,3.76,2024-04-16,13,Tuesday,1
1244,2024-04-29 15:33:00,LinkedIn,Text,Disappointed with the product,Negative,101,281,113,37721,74099,1.31,2024-04-29,15,Monday,-1
1245,2024-07-18 21:32:00,Twitter,Text,Just received my order,Neutral,908,39,110,46479,91313,2.27,2024-07-18,21,Thursday,0
1246,2024-02-19 10:56:00,Facebook,Text,Low quality. Not satisfied,Negative,563,55,26,20532,42178,3.14,2024-02-19,10,Monday,-1
1247,2024-03-14 14:02:00,Instagram,Text,Excellent service! Very satisfied,Positive,1431,11,0,10123,95050,14.24,2024-03-14,14,Thursday,1
1248,2024-06-22 00:18:00,Twitter,Video,Amazing product! Exceeded expectations,Positive,1437,91,147,32346,93982,5.18,2024-06-22,0,Saturday,1
1249,2024-01-08 11:58:00,TikTok,Text,Disappointed with the product,Negative,41,74,133,19567,60520,1.27,2024-01-08,11,Monday,-1
1250,2024-01-07 19:29:00,Facebook,Video,Amazing product! Exceeded expectations,Positive,370,280,101,13411,45654,5.6,2024-01-07,19,Sunday,1
1251,2024-08-24 17:14:00,LinkedIn,Image,Outstanding service! Five stars,Positive,78,184,87,8541,67050,4.09,2024-08-24,17,Saturday,1
1252,2024-03-24 19:57:00,LinkedIn,Text,"It's okay, nothing special",Neutral,528,243,67,18291,51062,4.58,2024-03-24,19,Sunday,0
1253,2024-08-26 14:54:00,Instagram,Text,Testing this product,Neutral,182,188,47,46288,53736,0.9,2024-08-26,14,Monday,0
1254,2024-06-20 17:10:00,Instagram,Link,Checking out this new item,Neutral,271,139,147,34663,19401,1.61,2024-06-20,17,Thursday,0
1255,2024-01-21 14:46:00,LinkedIn,Text,Love this product! #amazing,Positive,1380,299,57,6039,96671,28.75,2024-01-21,14,Sunday,1
1256,2024-01-28 21:24:00,TikTok,Text,Great quality! Will buy again,Positive,562,159,19,41370,6582,1.79,2024-01-28,21,Sunday,1
1257,2024-04-09 10:20:00,LinkedIn,Text,Bad service. Would not recommend,Negative,371,21,62,4046,96511,11.22,2024-04-09,10,Tuesday,-1
1258,2024-08-23 21:10:00,Twitter,Text,"It's okay, nothing special",Neutral,602,116,61,16316,96378,4.77,2024-08-23,21,Friday,0
1259,2024-10-18 15:51:00,Twitter,Text,Superb quality! Very happy,Positive,267,87,96,22422,39773,2.01,2024-10-18,15,Friday,1
1260,2024-06-22 17:26:00,TikTok,Link,Product arrived today,Neutral,889,171,81,35943,19355,3.17,2024-06-22,17,Saturday,0
1261,2024-01-15 06:13:00,Facebook,Image,Bad service. Would not recommend,Negative,370,50,154,45873,81849,1.25,2024-01-15,6,Monday,-1
1262,2024-07-28 02:11:00,Twitter,Text,Excellent service! Very satisfied,Positive,846,22,36,40776,49616,2.22,2024-07-28,2,Sunday,1
1263,2024-02-29 02:20:00,Twitter,Image,Excellent service! Very satisfied,Positive,409,75,109,16162,13220,3.67,2024-02-29,2,Thursday,1
1264,2024-02-27 23:22:00,LinkedIn,Image,Best purchase ever! Highly recommend,Positive,339,322,126,44206,61580,1.78,2024-02-27,23,Tuesday,1
1265,2024-02-12 04:22:00,Twitter,Text,Great quality! Will buy again,Positive,456,379,121,48774,36247,1.96,2024-02-12,4,Monday,1
1266,2024-07-27 20:00:00,LinkedIn,Text,Poor quality. Not worth the money,Negative,322,153,82,43768,26865,1.27,2024-07-27,20,Saturday,-1
1267,2024-10-08 00:07:00,Twitter,Image,Fantastic experience! Thank you,Positive,396,232,96,25678,51682,2.82,2024-10-08,0,Tuesday,1
1268,2024-04-28 15:37:00,Instagram,Text,Product arrived today,Neutral,220,167,98,46347,46004,1.05,2024-04-28,15,Sunday,0
1269,2024-02-28 22:04:00,Facebook,Image,Outstanding service! Five stars,Positive,171,0,77,42487,14252,0.58,2024-02-28,22,Wednesday,1
1270,2024-06-17 02:45:00,Twitter,Image,Great quality! Will buy again,Positive,1365,210,98,37076,20120,4.51,2024-06-17,2,Monday,1
1271,2024-02-14 10:04:00,Instagram,Image,Outstanding service! Five stars,Positive,567,139,140,13686,51764,6.18,2024-02-14,10,Wednesday,1
1272,2024-07-13 22:41:00,TikTok,Video,Superb quality! Very happy,Positive,132,132,14,13392,94842,2.08,2024-07-13,22,Saturday,1
1273,2024-02-10 05:32:00,Instagram,Text,Great quality! Will buy again,Positive,1110,185,51,10051,47708,13.39,2024-02-10,5,Saturday,1
1274,2024-04-10 07:23:00,Facebook,Text,Terrible customer service,Negative,446,126,54,44135,49923,1.42,2024-04-10,7,Wednesday,-1
1275,2024-05-14 08:00:00,Instagram,Video,Excellent service! Very satisfied,Positive,1221,33,47,26533,1557,4.9,2024-05-14,8,Tuesday,1
1276,2024-02-12 10:32:00,LinkedIn,Video,Superb quality! Very happy,Positive,1300,76,14,18660,30342,7.45,2024-02-12,10,Monday,1
1277,2024-09-15 23:51:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,1006,89,86,39566,46682,2.98,2024-09-15,23,Sunday,1
1278,2024-03-03 21:32:00,Twitter,Image,Just received my order,Neutral,587,148,122,48980,51412,1.75,2024-03-03,21,Sunday,0
1279,2024-09-26 23:56:00,LinkedIn,Link,Love this product! #amazing,Positive,514,287,108,4274,50327,21.27,2024-09-26,23,Thursday,1
1280,2024-08-07 02:37:00,Facebook,Text,Great quality! Will buy again,Positive,777,81,136,247,50349,402.43,2024-08-07,2,Wednesday,1
1281,2024-03-13 03:17:00,LinkedIn,Text,Low quality. Not satisfied,Negative,789,223,166,21688,99454,5.43,2024-03-13,3,Wednesday,-1
1282,2024-01-06 11:54:00,Twitter,Image,Disappointed with the product,Negative,92,169,79,15453,18650,2.2,2024-01-06,11,Saturday,-1
1283,2024-01-14 21:38:00,TikTok,Text,Standard quality,Neutral,669,120,95,40692,91811,2.17,2024-01-14,21,Sunday,0
1284,2024-09-23 15:01:00,Instagram,Text,Love this product! #amazing,Positive,190,314,8,5875,72962,8.71,2024-09-23,15,Monday,1
1285,2024-02-20 05:53:00,Instagram,Text,"It's okay, nothing special",Neutral,561,209,146,34831,6497,2.63,2024-02-20,5,Tuesday,0
1286,2024-10-07 03:12:00,Twitter,Image,Testing this product,Neutral,388,52,110,2123,66961,25.91,2024-10-07,3,Monday,0
1287,2024-02-08 08:04:00,LinkedIn,Image,Great quality! Will buy again,Positive,886,150,80,42093,42159,2.65,2024-02-08,8,Thursday,1
1288,2024-04-10 10:12:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,498,240,105,30390,1029,2.77,2024-04-10,10,Wednesday,1
1289,2024-08-07 21:40:00,Twitter,Link,Just received my order,Neutral,221,122,35,21414,45011,1.77,2024-08-07,21,Wednesday,0
1290,2024-10-15 12:16:00,Instagram,Video,Great quality! Will buy again,Positive,699,362,127,2341,36285,50.75,2024-10-15,12,Tuesday,1
1291,2024-08-22 14:02:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,789,317,82,48068,79030,2.47,2024-08-22,14,Thursday,1
1292,2024-08-11 21:55:00,Instagram,Text,Average experience,Neutral,938,294,6,7204,57083,17.18,2024-08-11,21,Sunday,0
1293,2024-09-12 17:14:00,Instagram,Video,Excellent service! Very satisfied,Positive,379,139,43,43340,62178,1.29,2024-09-12,17,Thursday,1
1294,2024-07-12 19:24:00,LinkedIn,Link,Great quality! Will buy again,Positive,171,88,107,27092,98531,1.35,2024-07-12,19,Friday,1
1295,2024-07-20 08:17:00,LinkedIn,Text,Just received my order,Neutral,799,212,67,30442,99262,3.54,2024-07-20,8,Saturday,0
1296,2024-04-09 23:36:00,Instagram,Video,Terrible experience. Very disappointed,Negative,509,286,5,25159,89966,3.18,2024-04-09,23,Tuesday,-1
1297,2024-07-28 19:58:00,Facebook,Link,Fantastic experience! Thank you,Positive,276,48,132,18902,84189,2.41,2024-07-28,19,Sunday,1
1298,2024-04-11 06:25:00,Facebook,Link,Excellent service! Very satisfied,Positive,193,117,0,2063,28891,15.03,2024-04-11,6,Thursday,1
1299,2024-01-31 16:48:00,Facebook,Text,"It's okay, nothing special",Neutral,769,121,65,40034,97884,2.39,2024-01-31,16,Wednesday,0
1300,2024-05-22 03:02:00,TikTok,Image,Bad service. Would not recommend,Negative,724,121,39,41452,61205,2.13,2024-05-22,3,Wednesday,-1
1301,2024-02-05 11:46:00,Twitter,Text,Disappointed with the product,Negative,431,205,103,32835,81328,2.25,2024-02-05,11,Monday,-1
1302,2024-09-21 10:48:00,Instagram,Image,Love this product! #amazing,Positive,1038,26,142,28806,42731,4.19,2024-09-21,10,Saturday,1
1303,2024-02-11 03:25:00,Facebook,Text,Superb quality! Very happy,Positive,867,236,130,36823,45917,3.35,2024-02-11,3,Sunday,1
1304,2024-01-05 18:28:00,Instagram,Text,Excellent service! Very satisfied,Positive,22,22,128,14698,94918,1.17,2024-01-05,18,Friday,1
1305,2024-04-29 16:12:00,TikTok,Image,Love this product! #amazing,Positive,285,161,85,1300,65358,40.85,2024-04-29,16,Monday,1
1306,2024-09-12 21:28:00,TikTok,Text,Outstanding service! Five stars,Positive,709,241,145,11704,56969,9.36,2024-09-12,21,Thursday,1
1307,2024-06-27 04:54:00,TikTok,Text,Amazing product! Exceeded expectations,Positive,295,335,125,8568,3685,8.81,2024-06-27,4,Thursday,1
1308,2024-09-18 04:29:00,Facebook,Image,Terrible experience. Very disappointed,Negative,332,238,35,47721,5572,1.27,2024-09-18,4,Wednesday,-1
1309,2024-08-25 15:49:00,Twitter,Image,Amazing product! Exceeded expectations,Positive,225,369,64,19121,57569,3.44,2024-08-25,15,Sunday,1
1310,2024-09-03 22:34:00,TikTok,Video,Terrible customer service,Negative,978,282,28,10490,27628,12.28,2024-09-03,22,Tuesday,-1
1311,2024-06-27 01:11:00,LinkedIn,Image,Outstanding service! Five stars,Positive,198,195,92,2030,757,23.89,2024-06-27,1,Thursday,1
1312,2024-08-13 03:43:00,Twitter,Text,Superb quality! Very happy,Positive,1179,266,100,25831,32924,5.98,2024-08-13,3,Tuesday,1
1313,2024-09-03 14:10:00,Facebook,Image,Best purchase ever! Highly recommend,Positive,334,202,45,31272,44672,1.86,2024-09-03,14,Tuesday,1
1314,2024-08-13 04:50:00,Twitter,Text,Love this product! #amazing,Positive,372,59,106,1763,81537,30.46,2024-08-13,4,Tuesday,1
1315,2024-02-27 02:30:00,Twitter,Image,Amazing product! Exceeded expectations,Positive,243,154,28,12482,62606,3.4,2024-02-27,2,Tuesday,1
1316,2024-01-01 21:20:00,LinkedIn,Text,Fantastic experience! Thank you,Positive,447,140,33,39450,60127,1.57,2024-01-01,21,Monday,1
1317,2024-07-11 04:33:00,TikTok,Video,Excellent service! Very satisfied,Positive,108,301,62,30244,57145,1.56,2024-07-11,4,Thursday,1
1318,2024-09-03 14:58:00,TikTok,Text,Amazing product! Exceeded expectations,Positive,688,223,79,34599,46569,2.86,2024-09-03,14,Tuesday,1
1319,2024-09-17 00:10:00,Twitter,Text,Fantastic experience! Thank you,Positive,1293,219,79,25979,2530,6.12,2024-09-17,0,Tuesday,1
1320,2024-08-29 11:58:00,LinkedIn,Text,Outstanding service! Five stars,Positive,99,330,135,43235,13632,1.3,2024-08-29,11,Thursday,1
1321,2024-03-19 06:04:00,Facebook,Text,Love this product! #amazing,Positive,1203,301,8,32747,88451,4.62,2024-03-19,6,Tuesday,1
1322,2024-05-15 09:24:00,Facebook,Text,Fantastic experience! Thank you,Positive,720,187,125,13142,15697,7.85,2024-05-15,9,Wednesday,1
1323,2024-02-06 13:30:00,Instagram,Image,Fantastic experience! Thank you,Positive,1308,204,36,1057,85527,146.45,2024-02-06,13,Tuesday,1
1324,2024-01-24 16:44:00,Instagram,Image,Outstanding service! Five stars,Positive,1152,113,71,27082,52052,4.93,2024-01-24,16,Wednesday,1
1325,2024-01-19 00:14:00,Instagram,Video,Disappointed with the product,Negative,387,251,135,40041,80368,1.93,2024-01-19,0,Friday,-1
1326,2024-06-29 00:43:00,Facebook,Text,Terrible customer service,Negative,112,265,134,45220,14051,1.13,2024-06-29,0,Saturday,-1
1327,2024-04-11 12:28:00,Facebook,Text,Checking out this new item,Neutral,442,271,64,7431,75329,10.46,2024-04-11,12,Thursday,0
1328,2024-01-26 19:24:00,TikTok,Link,Best purchase ever! Highly recommend,Positive,711,179,31,19474,37952,4.73,2024-01-26,19,Friday,1
1329,2024-03-08 14:44:00,Facebook,Video,Excellent service! Very satisfied,Positive,1371,185,125,45454,41452,3.7,2024-03-08,14,Friday,1
1330,2024-07-17 00:36:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,957,2,40,23580,21220,4.24,2024-07-17,0,Wednesday,1
1331,2024-01-31 09:59:00,Facebook,Text,Amazing product! Exceeded expectations,Positive,795,26,29,20151,9715,4.22,2024-01-31,9,Wednesday,1
1332,2024-01-25 15:07:00,TikTok,Text,Worst purchase ever. Total waste,Negative,563,111,106,34050,63586,2.29,2024-01-25,15,Thursday,-1
1333,2024-01-24 23:16:00,Instagram,Image,Disappointed with the product,Negative,54,38,47,1661,98028,8.37,2024-01-24,23,Wednesday,-1
1334,2024-09-25 05:25:00,Instagram,Image,Horrible experience. Never again,Negative,206,156,32,32374,95132,1.22,2024-09-25,5,Wednesday,-1
1335,2024-06-08 09:14:00,Facebook,Image,Best purchase ever! Highly recommend,Positive,700,188,59,41157,48890,2.3,2024-06-08,9,Saturday,1
1336,2024-08-07 09:23:00,Facebook,Video,Best purchase ever! Highly recommend,Positive,666,261,54,23754,2230,4.13,2024-08-07,9,Wednesday,1
1337,2024-01-23 15:35:00,Twitter,Link,Love this product! #amazing,Positive,238,256,142,27633,74987,2.3,2024-01-23,15,Tuesday,1
1338,2024-08-28 20:11:00,Instagram,Video,Terrible customer service,Negative,456,127,168,29886,83206,2.51,2024-08-28,20,Wednesday,-1
1339,2024-02-21 10:15:00,Facebook,Image,Love this product! #amazing,Positive,133,19,116,11663,69833,2.3,2024-02-21,10,Wednesday,1
1340,2024-09-21 19:43:00,Facebook,Link,Just received my order,Neutral,136,23,132,3825,20854,7.61,2024-09-21,19,Saturday,0
1341,2024-06-29 00:04:00,Twitter,Text,Low quality. Not satisfied,Negative,710,274,36,22277,44030,4.58,2024-06-29,0,Saturday,-1
1342,2024-09-18 01:50:00,Facebook,Video,Product arrived today,Neutral,287,7,60,16284,17367,2.17,2024-09-18,1,Wednesday,0
1343,2024-05-29 18:48:00,Facebook,Text,Love this product! #amazing,Positive,1000,57,147,32345,5451,3.72,2024-05-29,18,Wednesday,1
1344,2024-02-20 08:34:00,Twitter,Video,Fantastic experience! Thank you,Positive,1075,76,45,18817,23391,6.36,2024-02-20,8,Tuesday,1
1345,2024-08-05 17:37:00,LinkedIn,Link,Fantastic experience! Thank you,Positive,1315,27,112,24332,96281,5.98,2024-08-05,17,Monday,1
1346,2024-07-25 09:45:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,784,7,87,10691,92569,8.21,2024-07-25,9,Thursday,1
1347,2024-07-22 18:03:00,Twitter,Video,Product arrived today,Neutral,501,126,66,36980,27687,1.87,2024-07-22,18,Monday,0
1348,2024-06-10 13:40:00,LinkedIn,Image,Just received my order,Neutral,686,248,11,2677,56718,35.3,2024-06-10,13,Monday,0
1349,2024-09-19 09:08:00,TikTok,Text,Love this product! #amazing,Positive,472,263,10,25138,43320,2.96,2024-09-19,9,Thursday,1
1350,2024-03-28 09:27:00,Instagram,Video,Superb quality! Very happy,Positive,808,275,27,1348,17200,82.34,2024-03-28,9,Thursday,1
1351,2024-05-31 08:29:00,LinkedIn,Video,Bad service. Would not recommend,Negative,285,13,14,6242,86710,5.0,2024-05-31,8,Friday,-1
1352,2024-02-20 14:58:00,Instagram,Image,Great quality! Will buy again,Positive,454,313,17,24380,3084,3.22,2024-02-20,14,Tuesday,1
1353,2024-03-07 22:07:00,Twitter,Video,Fantastic experience! Thank you,Positive,924,204,119,23940,24536,5.21,2024-03-07,22,Thursday,1
1354,2024-08-31 04:26:00,LinkedIn,Image,Love this product! #amazing,Positive,79,87,83,29062,50529,0.86,2024-08-31,4,Saturday,1
1355,2024-09-09 18:06:00,Instagram,Link,Fantastic experience! Thank you,Positive,151,11,13,11397,71001,1.54,2024-09-09,18,Monday,1
1356,2024-05-10 10:05:00,LinkedIn,Text,Product as described,Neutral,827,238,126,469,59594,253.94,2024-05-10,10,Friday,0
1357,2024-09-24 03:37:00,Facebook,Video,Checking out this new item,Neutral,258,64,25,21597,24430,1.61,2024-09-24,3,Tuesday,0
1358,2024-05-20 01:47:00,TikTok,Image,Fantastic experience! Thank you,Positive,729,245,31,48396,9574,2.08,2024-05-20,1,Monday,1
1359,2024-03-30 19:55:00,Twitter,Text,Great quality! Will buy again,Positive,508,167,95,36913,81117,2.09,2024-03-30,19,Saturday,1
1360,2024-01-26 12:59:00,Facebook,Image,Bad service. Would not recommend,Negative,136,110,151,16145,42238,2.46,2024-01-26,12,Friday,-1
1361,2024-05-06 11:30:00,Twitter,Text,Just received my order,Neutral,281,295,105,35814,88590,1.9,2024-05-06,11,Monday,0
1362,2024-07-06 09:31:00,TikTok,Video,Disappointed with the product,Negative,552,172,92,34750,57671,2.35,2024-07-06,9,Saturday,-1
1363,2024-02-01 18:47:00,LinkedIn,Video,Bad service. Would not recommend,Negative,20,146,51,23782,76661,0.91,2024-02-01,18,Thursday,-1
1364,2024-03-22 23:39:00,Instagram,Text,Worst purchase ever. Total waste,Negative,66,254,175,18091,97106,2.74,2024-03-22,23,Friday,-1
1365,2024-07-27 07:05:00,TikTok,Link,Average experience,Neutral,934,24,138,11568,69868,9.47,2024-07-27,7,Saturday,0
1366,2024-09-01 23:47:00,Twitter,Video,Fantastic experience! Thank you,Positive,411,243,90,35612,25936,2.09,2024-09-01,23,Sunday,1
1367,2024-05-08 11:07:00,LinkedIn,Image,Standard quality,Neutral,6,210,56,9471,8659,2.87,2024-05-08,11,Wednesday,0
1368,2024-03-02 04:38:00,TikTok,Video,Product as described,Neutral,140,109,139,24935,54248,1.56,2024-03-02,4,Saturday,0
1369,2024-03-13 04:03:00,LinkedIn,Link,Excellent service! Very satisfied,Positive,499,257,115,39912,85179,2.18,2024-03-13,4,Wednesday,1
